token,symbol,name,exch_seg
11722,IRFC-NF,IRFC,NSE
955,ESABINDIA-EQ,ESABINDIA,NSE
21918,503KL24-SG,503KL24,NSE
3157,SFMP42DD-MF,SFMP42DD,NSE
1920,SGBJAN29IX-GB,SGBJAN29IX,NSE
13155,UTIDQP35P2-MF,UTIDQP35P2,NSE
16810,LOTUSEYE-BL,LOTUSEYE,NSE
10889,KORE-SM,KORE,NSE
7942,ICICISILVE-EQ,ICICISILVE,NSE
12223,ATFL-BL,ATFL,NSE
7035,716GS2023-GS,716GS2023,NSE
14319,TFL-EQ,TFL,NSE
11962,MEDANTA-BL,MEDANTA,NSE
5334,698GJ31-SG,698GJ31,NSE
5089,701UP31-SG,701UP31,NSE
6456,ICICICONSU-BL,ICICICONSU,NSE
13961,KUANTUM-BL,KUANTUM,NSE
3659,678MH31-SG,678MH31,NSE
8692,734GA32-SG,734GA32,NSE
8341,CALSOFT-EQ,CALSOFT,NSE
12800,SURANAT&P-BL,SURANAT&P,NSE
4054,GS090924C-GS,GS090924C,NSE
16445,MMP-BL,MMP,NSE
24388,KARMAENG-BL,KARMAENG,NSE
834,SGBOC28VII-GB,SGBOC28VII,NSE
19196,TI-EQ,TI,NSE
5113,SGBJUL29IV-GB,SGBJUL29IV,NSE
6868,613GS2028-GS,613GS2028,NSE
8161,FIBERWEB-BL,FIBERWEB,NSE
13941,PRAENG-EQ,PRAENG,NSE
2705,PRAJIND-EQ,PRAJIND,NSE
11852,SURYALAXMI-EQ,SURYALAXMI,NSE
7769,IBULHSGFIN-YA,IBULHSGFIN,NSE
11491,APARINDS-EQ,APARINDS,NSE
3580,696TN56-SG,696TN56,NSE
1765,NHBTF2023-N6,NHBTF2023,NSE
10274,364D060723-TB,364D060723,NSE
2756,716ML31-SG,716ML31,NSE
2725,BUTTERFLY-BL,BUTTERFLY,NSE
8062,DHANILOANS-NW,DHANILOANS,NSE
22064,727RJ30-SG,727RJ30,NSE
17097,CROMPTON-BL,CROMPTON,NSE
14413,PAGEIND-EQ,PAGEIND,NSE
11403,POONAWALLA-EQ,POONAWALLA,NSE
7872,735KA36-SG,735KA36,NSE
3262,SVLL-SM,SVLL,NSE
9282,RSDFSC30GD-MF,RSDFSC30GD,NSE
5309,REXPIPES-SM,REXPIPES,NSE
11821,WELCORP-EQ,WELCORP,NSE
13883,BANCOINDIA-BL,BANCOINDIA,NSE
12603,PRECAM-EQ,PRECAM,NSE
3616,AXISHCETF-BL,AXISHCETF,NSE
14490,NCLIND-EQ,NCLIND,NSE
13356,MALUPAPER-BL,MALUPAPER,NSE
5892,699TR36-SG,699TR36,NSE
7034,83GS2042-GS,83GS2042,NSE
12521,JPASSOCIAT-BL,JPASSOCIAT,NSE
5559,70MZ34-SG,70MZ34,NSE
12447,AGI-BL,AGI,NSE
24100,UIAIPRGIII-MF,UIAIPRGIII,NSE
27306,SEPOWER-BL,SEPOWER,NSE
12892,WHEELS-BL,WHEELS,NSE
15052,ENERGYDEV-BL,ENERGYDEV,NSE
13718,763TS36-SG,763TS36,NSE
4098,GS231224C-GS,GS231224C,NSE
3697,704JK36-SG,704JK36,NSE
5825,IBULHSGFIN-NL,IBULHSGFIN,NSE
6000,692UP31-SG,692UP31,NSE
1742,665TS40-SG,665TS40,NSE
8596,MSUMI-EQ,MSUMI,NSE
12552,KTKBANK-BL,KTKBANK,NSE
4695,EC6RG-MF,EC6RG,NSE
22198,705JH30-SG,705JH30,NSE
99926008,Nifty IT,NIFTY IT,NSE
3265,685NL31-SG,685NL31,NSE
12179,3MINDIA-BL,3MINDIA,NSE
13903,CREST-BL,CREST,NSE
14167,759TS40A-SG,759TS40A,NSE
15313,IRB-EQ,IRB,NSE
742,COSMOFIRST-EQ,COSMOFIRST,NSE
11543,COFORGE-EQ,COFORGE,NSE
8115,AWL-BL,AWL,NSE
21424,MOM100-BL,MOM100,NSE
19581,UGARSUGAR-BL,UGARSUGAR,NSE
20519,724HR29-SG,724HR29,NSE
350,BANARISUG-EQ,BANARISUG,NSE
14135,182D100823-TB,182D100823,NSE
9380,IL&FSENGG-BZ,IL&FSENGG,NSE
5194,ANTGRAPHIC-EQ,ANTGRAPHIC,NSE
445,5PAISA-EQ,5PAISA,NSE
1314,TANTIACONS-BZ,TANTIACONS,NSE
1901,CUMMINSIND-EQ,CUMMINSIND,NSE
6885,828GS2032-GS,828GS2032,NSE
8653,BSL-BE,BSL,NSE
27067,VSSL-EQ,VSSL,NSE
306,69ML30-SG,69ML30,NSE
15149,JYOTHYLAB-BL,JYOTHYLAB,NSE
8721,744AP42-SG,744AP42,NSE
17560,MI2QPD-MF,MI2QPD,NSE
21704,DCAL-EQ,DCAL,NSE
4847,KIMS-EQ,KIMS,NSE
12046,UTIDQP35P1-MF,UTIDQP35P1,NSE
6579,FINOPB-EQ,FINOPB,NSE
4487,ALKYLAMINE-EQ,ALKYLAMINE,NSE
11878,782SK32A-SG,782SK32A,NSE
5542,712WB51-SG,712WB51,NSE
13401,767WB41-SG,767WB41,NSE
22184,59TS25-SG,59TS25,NSE
5232,71MH36-SG,71MH36,NSE
2743,714HR31-SG,714HR31,NSE
2277,MRF-EQ,MRF,NSE
10261,SGBJUN27-GB,SGBJUN27,NSE
17183,MANXT50-BL,MANXT50,NSE
12720,RML-BL,RML,NSE
454,684GJ30-SG,684GJ30,NSE
4553,GS220850C-GS,GS220850C,NSE
11549,TEXINFRA-EQ,TEXINFRA,NSE
7123,772GS2025-GS,772GS2025,NSE
3764,RITES-BL,RITES,NSE
7544,714PN36-SG,714PN36,NSE
13252,769MN34-SG,769MN34,NSE
29601,REPCOHOME-BL,REPCOHOME,NSE
20906,A2ZINFRA-EQ,A2ZINFRA,NSE
7124,813GS2045-GS,813GS2045,NSE
14597,ALPHAGEO-EQ,ALPHAGEO,NSE
22136,649TN50-SG,649TN50,NSE
25584,TRITURBINE-EQ,TRITURBINE,NSE
11271,DREDGECORP-EQ,DREDGECORP,NSE
10257,792AP42A-SG,792AP42A,NSE
4694,EC6RD-MF,EC6RD,NSE
14982,CENTUM-EQ,CENTUM,NSE
19233,AARTISURF-EQ,AARTISURF,NSE
17044,SHARIABEES-EQ,SHARIABEES,NSE
4892,SAREGAMA-EQ,SAREGAMA,NSE
4562,565TN25-SG,565TN25,NSE
10505,H1158D46RG-MF,H1158D46RG,NSE
13108,SFMP73GR-MF,SFMP73GR,NSE
10300,RAMASTEEL-EQ,RAMASTEEL,NSE
8450,H1861D46RD-MF,H1861D46RD,NSE
583,CANFINHOME-EQ,CANFINHOME,NSE
11830,IBULHSGFIN-ZF,IBULHSGFIN,NSE
1511,ASTERDM-BL,ASTERDM,NSE
11973,BIKAJI-BL,BIKAJI,NSE
4378,ICICISENSX-EQ,ICICISENSX,NSE
20667,714GA30-SG,714GA30,NSE
18212,ORIENTLTD-BL,ORIENTLTD,NSE
6063,LICNETFGSC-BL,LICNETFGSC,NSE
8663,SHRIRAMFIN-Z2,SHRIRAMFIN,NSE
12597,NEXTMEDIA-BL,NEXTMEDIA,NSE
18980,UNIVASTU-BL,UNIVASTU,NSE
13979,773RJ38-SG,773RJ38,NSE
14219,IMC1-N1,IMC1,NSE
12565,LUPIN-BL,LUPIN,NSE
7867,643RJ27-SG,643RJ27,NSE
10207,793TS35-SG,793TS35,NSE
3004,SUVIDHAA-BL,SUVIDHAA,NSE
1833,663MN31-SG,663MN31,NSE
9309,STLTECH-EQ,STLTECH,NSE
16924,20MICRONS-BL,20MICRONS,NSE
19343,RHFL-N6,RHFL,NSE
31760,NTPC-N2,NTPC,NSE
1437,668KA36-SG,668KA36,NSE
12364,FCSSOFT-BL,FCSSOFT,NSE
395,BEML-EQ,BEML,NSE
22098,728UP29-SG,728UP29,NSE
5852,KOTAKBKETF-BL,KOTAKBKETF,NSE
4433,HITECHGEAR-EQ,HITECHGEAR,NSE
11149,SHRENIK-EQ,SHRENIK,NSE
7783,BCONCEPTS-BE,BCONCEPTS,NSE
1811,KAKATCEM-EQ,KAKATCEM,NSE
13960,766RJ33-SG,766RJ33,NSE
19652,KALYANI-BL,KALYANI,NSE
1639,TATASTLLP-EQ,TATASTLLP,NSE
13399,767WB39-SG,767WB39,NSE
14170,182D170823-TB,182D170823,NSE
14582,SRHHYPOLTD-EQ,SRHHYPOLTD,NSE
14841,DECCANCE-BL,DECCANCE,NSE
2029,IRFC-EQ,IRFC,NSE
20980,SGBMAY25-GB,SGBMAY25,NSE
21972,718MP30-SG,718MP30,NSE
10837,SFMP63GR-MF,SFMP63GR,NSE
12005,FAZE3Q-BL,FAZE3Q,NSE
298,SHRIRAMFIN-YH,SHRIRAMFIN,NSE
14889,ASIANTILES-EQ,ASIANTILES,NSE
1763,NHBTF2023-N5,NHBTF2023,NSE
371,BATAINDIA-EQ,BATAINDIA,NSE
25727,RUPA-BL,RUPA,NSE
12805,SUVEN-BL,SUVEN,NSE
7420,MANAKALUCO-EQ,MANAKALUCO,NSE
21275,SUMMITSEC-EQ,SUMMITSEC,NSE
20028,PFC-N8,PFC,NSE
15073,BVCL-EQ,BVCL,NSE
7761,IBULHSGFIN-Y7,IBULHSGFIN,NSE
12570,RAMCOCEM-BL,RAMCOCEM,NSE
22145,695WB35-SG,695WB35,NSE
13596,HOVS-BL,HOVS,NSE
4930,IBUCCREDIT-NB,IBUCCREDIT,NSE
86,67NL30-SG,67NL30,NSE
13735,GLOBALVECT-EQ,GLOBALVECT,NSE
4175,GS020725C-GS,GS020725C,NSE
20076,INTENTECH-BL,INTENTECH,NSE
13525,NECCLTD-BL,NECCLTD,NSE
4660,SBCL-BL,SBCL,NSE
4774,LAKPRE-BZ,LAKPRE,NSE
1836,659RJ31-SG,659RJ31,NSE
6315,662CG28-SG,662CG28,NSE
2892,INDINFR-IV,INDINFR,NSE
12831,THOMASCOOK-BL,THOMASCOOK,NSE
11730,IRFC-NG,IRFC,NSE
161,674UP30-SG,674UP30,NSE
5120,PCHFL-N1,PCHFL,NSE
4986,IRCON-EQ,IRCON,NSE
13440,LOKESHMACH-BL,LOKESHMACH,NSE
5997,69TN31-SG,69TN31,NSE
30327,ESSENTIA-BE,ESSENTIA,NSE
13398,768PN39-SG,768PN39,NSE
5606,INTLCONV-EQ,INTLCONV,NSE
12225,ATUL-BL,ATUL,NSE
10520,KOTAKCONS-BL,KOTAKCONS,NSE
14061,SANGHVIMOV-BL,SANGHVIMOV,NSE
14423,LAOPALA-EQ,LAOPALA,NSE
15802,L&TFINANCE-Y9,L&TFINANCE,NSE
4250,GS071225C-GS,GS071225C,NSE
1011,SCHAEFFLER-EQ,SCHAEFFLER,NSE
149,SGBSEP28VI-GB,SGBSEP28VI,NSE
4116,HBSL-EQ,HBSL,NSE
3755,681PN31-SG,681PN31,NSE
9384,CREATIVEYE-EQ,CREATIVEYE,NSE
17752,SHILPAMED-EQ,SHILPAMED,NSE
2279,IRISDOREME-BL,IRISDOREME,NSE
618,675KA33A-SG,675KA33A,NSE
460,707MP32-SG,707MP32,NSE
13877,767AS33-SG,767AS33,NSE
14262,PGIL-BL,PGIL,NSE
3321,SPMLINFRA-EQ,SPMLINFRA,NSE
6435,AIRTELPP-E1,AIRTELPP,NSE
5569,702AP41-SG,702AP41,NSE
13720,JHS-EQ,JHS,NSE
13141,EBBETF0433-BL,EBBETF0433,NSE
8371,733TN52A-SG,733TN52A,NSE
13762,MANOMAY-BL,MANOMAY,NSE
11339,IBULHSGFIN-Z3,IBULHSGFIN,NSE
3885,GS260423C-GS,GS260423C,NSE
1474,ACCURACY-BL,ACCURACY,NSE
3107,SFMP41GD-MF,SFMP41GD,NSE
17981,UTIRAP33P1-MF,UTIRAP33P1,NSE
13880,BANCOINDIA-EQ,BANCOINDIA,NSE
12259,BHARTIARTL-BL,BHARTIARTL,NSE
13174,BALKRISIND-BL,BALKRISIND,NSE
21721,725PN25-SG,725PN25,NSE
17990,TRF-BL,TRF,NSE
11509,785SK32-SG,785SK32,NSE
2916,686JH36-SG,686JH36,NSE
13260,KEC-EQ,KEC,NSE
6417,KRITI-EQ,KRITI,NSE
11530,EMIL-EQ,EMIL,NSE
21039,648AP32-SG,648AP32,NSE
22180,662JK30-SG,662JK30,NSE
343,TIINDIA-BL,TIINDIA,NSE
15134,IRFC-NN,IRFC,NSE
21992,669MP30-SG,669MP30,NSE
4042,GS100824C-GS,GS100824C,NSE
11743,JINDALPHOT-EQ,JINDALPHOT,NSE
5887,684UP31-SG,684UP31,NSE
9969,POONAWALLA-N5,POONAWALLA,NSE
11197,AXISILVER-BL,AXISILVER,NSE
14156,768GJ30-SG,768GJ30,NSE
1597,INGERRAND-EQ,INGERRAND,NSE
10298,PPL-BL,PPL,NSE
11802,HPIL-BL,HPIL,NSE
22053,68RJ24-SG,68RJ24,NSE
4204,MOTHERSON-EQ,MOTHERSON,NSE
9055,ROTO-BL,ROTO,NSE
5718,SHREMINVIT-IV,SHREMINVIT,NSE
12118,HDFCPVTBAN-BL,HDFCPVTBAN,NSE
10337,792AP41-SG,792AP41,NSE
10485,RAMRAT-EQ,RAMRAT,NSE
7749,IBULHSGFIN-Y3,IBULHSGFIN,NSE
708,SHRADHA-EQ,SHRADHA,NSE
9643,AURUMPP-E1,AURUMPP,NSE
16748,RBL-BL,RBL,NSE
5325,SFMP48GD-MF,SFMP48GD,NSE
12073,EXCELINDUS-BL,EXCELINDUS,NSE
9098,RSDFSC28GR-MF,RSDFSC28GR,NSE
15047,DELTACORP-BL,DELTACORP,NSE
29850,GSCLCEMENT-EQ,GSCLCEMENT,NSE
2898,477MP23-SG,477MP23,NSE
29755,UTFDQIPIPI-MF,UTFDQIPIPI,NSE
25634,ESSARSHPNG-EQ,ESSARSHPNG,NSE
16395,MMP-EQ,MMP,NSE
13789,TORNTPOWER-BL,TORNTPOWER,NSE
17695,VIJIFIN-BE,VIJIFIN,NSE
20046,M&MFIN-N1,M&MFIN,NSE
19931,ORISSAMINE-EQ,ORISSAMINE,NSE
12900,YESBANK-BL,YESBANK,NSE
8797,OBCL-EQ,OBCL,NSE
11034,SANGINITA-BL,SANGINITA,NSE
21905,810KL32-SG,810KL32,NSE
15258,CEATLTD-BL,CEATLTD,NSE
13722,91D130423-TB,91D130423,NSE
21535,SREIBNPNCD-NV,SREIBNPNCD,NSE
20959,719JK29-SG,719JK29,NSE
9532,77RJ32-SG,77RJ32,NSE
18165,BPF01D1R-MF,BPF01D1R,NSE
19877,RADIOCITY-EQ,RADIOCITY,NSE
21713,LASA-EQ,LASA,NSE
11039,DCMNVL-EQ,DCMNVL,NSE
22033,655RJ55-SG,655RJ55,NSE
2240,H3360D30RG-MF,H3360D30RG,NSE
13340,ARIHANTACA-SM,ARIHANTACA,NSE
27303,SEPOWER-EQ,SEPOWER,NSE
99926019,Nifty Infra,NIFTY INFRA,NSE
11487,KRIDHANINF-BL,KRIDHANINF,NSE
18293,IVZINGOLD-BL,IVZINGOLD,NSE
11498,ABFRL-W1,ABFRL,NSE
23163,NMFINARDR1-MF,NMFINARDR1,NSE
11294,778MZ37-SG,778MZ37,NSE
18099,JUBLFOOD-BL,JUBLFOOD,NSE
2922,685AR31-SG,685AR31,NSE
2935,RECLTD-ND,RECLTD,NSE
2762,719WB36-SG,719WB36,NSE
11520,SECURCRED-EQ,SECURCRED,NSE
13897,769MZ37-SG,769MZ37,NSE
31487,NHPC-N6,NHPC,NSE
8124,AJANTPHARM-EQ,AJANTPHARM,NSE
13186,ROHLTD-BL,ROHLTD,NSE
527,UTIAMC-EQ,UTIAMC,NSE
21970,620MP23-SG,620MP23,NSE
10285,AYMSYNTEX-EQ,AYMSYNTEX,NSE
8359,725MZ34-SG,725MZ34,NSE
11320,LICNETFN50-BL,LICNETFN50,NSE
21050,780AP33-SG,780AP33,NSE
3577,698TS41-SG,698TS41,NSE
9552,RVNL-EQ,RVNL,NSE
13062,360ONE-BL,360ONE,NSE
8778,MEP-BL,MEP,NSE
3457,INDIGRID-NI,INDIGRID,NSE
12085,SHREDIGCEM-BL,SHREDIGCEM,NSE
31261,NDL-BL,NDL,NSE
5583,AMIORG-BL,AMIORG,NSE
15010,MANGCHEFER-BL,MANGCHEFER,NSE
1342,SGBN28VIII-GB,SGBN28VIII,NSE
17994,PGIMCSA4D-MF,PGIMCSA4D,NSE
11299,76AP28-SG,76AP28,NSE
4134,GS100425C-GS,GS100425C,NSE
928,ELECTCAST-EQ,ELECTCAST,NSE
14160,771AS33-SG,771AS33,NSE
3971,GOCLCORP-BL,GOCLCORP,NSE
4094,GS151224C-GS,GS151224C,NSE
6973,DMCC-EQ,DMCC,NSE
12522,JPPOWER-BL,JPPOWER,NSE
9523,SFMP1GD-MF,SFMP1GD,NSE
330,VALIANTORG-EQ,VALIANTORG,NSE
201,UNIDT-EQ,UNIDT,NSE
17685,GPTINFRA-EQ,GPTINFRA,NSE
22412,664RJ30-SG,664RJ30,NSE
11956,MEDANTA-EQ,MEDANTA,NSE
3073,684JK31-SG,684JK31,NSE
12639,NRBBEARING-BL,NRBBEARING,NSE
29135,INDUSTOWER-EQ,INDUSTOWER,NSE
12310,COROMANDEL-BL,COROMANDEL,NSE
18634,IBULHSGFIN-ND,IBULHSGFIN,NSE
1927,LIQUIDETF-EQ,LIQUIDETF,NSE
8698,734NL32-SG,734NL32,NSE
2143,704MZ33-SG,704MZ33,NSE
13113,758BR32-SG,758BR32,NSE
5446,APTUS-BL,APTUS,NSE
20467,SGBMAR25-GB,SGBMAR25,NSE
13813,JBFIND-BZ,JBFIND,NSE
1387,IREDA-N4,IREDA,NSE
3065,EC3RD-MF,EC3RD,NSE
2328,CPSEETF-EQ,CPSEETF,NSE
12810,TAJGVK-BL,TAJGVK,NSE
9889,SMARTLINK-EQ,SMARTLINK,NSE
1997,LICHSGFIN-EQ,LICHSGFIN,NSE
12516,JINDALSTEL-BL,JINDALSTEL,NSE
294,69AS30A-SG,69AS30A,NSE
10191,SHYAMCENT-BL,SHYAMCENT,NSE
10852,761TN32-SG,761TN32,NSE
8840,USHAMART-EQ,USHAMART,NSE
9117,TIPSINDLTD-EQ,TIPSINDLTD,NSE
22094,686UP30-SG,686UP30,NSE
15122,EDELWEISS-BL,EDELWEISS,NSE
11223,UCOBANK-EQ,UCOBANK,NSE
10824,MOQUALITY-BL,MOQUALITY,NSE
19375,SPCENET-BE,SPCENET,NSE
99926037,Nifty Fin Service,NIFTY FIN SERVICE,NSE
7153,63PY27-SG,63PY27,NSE
13799,BAIDFIN-BL,BAIDFIN,NSE
5650,SHANTI-EQ,SHANTI,NSE
13235,ABSLFTUBRN-MF,ABSLFTUBRN,NSE
7377,NTPC-N7,NTPC,NSE
7471,DSPQ50ETF-BL,DSPQ50ETF,NSE
10528,768AS32-SG,768AS32,NSE
338,BALMLAWRIE-EQ,BALMLAWRIE,NSE
5570,702ML41-SG,702ML41,NSE
13588,RADIANTCMS-BL,RADIANTCMS,NSE
25693,DSSL-BL,DSSL,NSE
15061,KOTAKPSUBK-EQ,KOTAKPSUBK,NSE
13693,INFOMEDIA-EQ,INFOMEDIA,NSE
10276,KAYA-EQ,KAYA,NSE
9344,727HR30-SG,727HR30,NSE
22263,649TS50-SG,649TS50,NSE
596,663MH30-SG,663MH30,NSE
14444,NAHARSPING-BL,NAHARSPING,NSE
3834,BHARATRAS-EQ,BHARATRAS,NSE
5292,PRITIKAUTO-EQ,PRITIKAUTO,NSE
13728,364D110124-TB,364D110124,NSE
2955,KALYANKJIL-EQ,KALYANKJIL,NSE
20917,724AS30-SG,724AS30,NSE
10751,NTPC-ND,NTPC,NSE
25456,UTFIQIPRGI-MF,UTFIQIPRGI,NSE
12982,MODIRUBBER-BL,MODIRUBBER,NSE
10570,RAMAPHO-BL,RAMAPHO,NSE
8337,719TN42-SG,719TN42,NSE
11441,LICNETFSEN-EQ,LICNETFSEN,NSE
13879,JINDRILL-BL,JINDRILL,NSE
20737,706AP30-SG,706AP30,NSE
18205,ARSSINFRA-BL,ARSSINFRA,NSE
6112,713AP36A-SG,713AP36A,NSE
12003,NHAI-NA,NHAI,NSE
13453,IBULHSGFIN-ZS,IBULHSGFIN,NSE
1681,IVP-EQ,IVP,NSE
12598,MIRCELECTR-BL,MIRCELECTR,NSE
21174,CDSL-EQ,CDSL,NSE
5528,KOTHARIPRO-EQ,KOTHARIPRO,NSE
25492,ONELIFECAP-EQ,ONELIFECAP,NSE
14529,NHAI-NE,NHAI,NSE
3906,CAPLIPOINT-EQ,CAPLIPOINT,NSE
8194,713AP41-SG,713AP41,NSE
13367,SGL-EQ,SGL,NSE
772,DABUR-EQ,DABUR,NSE
10639,797AP36-SG,797AP36,NSE
17878,GODREJPROP-BL,GODREJPROP,NSE
25637,ESSARSHPNG-BL,ESSARSHPNG,NSE
10454,797WB42-SG,797WB42,NSE
14612,SIMBHALS-EQ,SIMBHALS,NSE
11082,LIBAS-EQ,LIBAS,NSE
22414,667UP30-SG,667UP30,NSE
11298,SIL-BE,SIL,NSE
3782,IWEL-BL,IWEL,NSE
10577,KRBL-EQ,KRBL,NSE
12365,FDC-BL,FDC,NSE
8774,H1876D46DQ-MF,H1876D46DQ,NSE
2227,70TS51-SG,70TS51,NSE
21840,DIAMONDYD-EQ,DIAMONDYD,NSE
5329,SFMP48GR-MF,SFMP48GR,NSE
8782,KRISHNADEF-SM,KRISHNADEF,NSE
1482,IFBAGRO-EQ,IFBAGRO,NSE
5539,704KL34-SG,704KL34,NSE
12319,SMARTLINK-BL,SMARTLINK,NSE
8477,XELPMOC-EQ,XELPMOC,NSE
12614,MUNJALSHOW-BL,MUNJALSHOW,NSE
18127,DBREALTY-BL,DBREALTY,NSE
17625,MOLDTECH-EQ,MOLDTECH,NSE
2801,EASEMYTRIP-BL,EASEMYTRIP,NSE
11868,63MOONS-EQ,63MOONS,NSE
11097,758GA37A-SG,758GA37A,NSE
16820,QNIFTY-BL,QNIFTY,NSE
5039,702WB31-SG,702WB31,NSE
14099,SIYSIL-BL,SIYSIL,NSE
13061,360ONE-EQ,360ONE,NSE
31141,COMPUSOFT-BL,COMPUSOFT,NSE
1254,673TN40-SG,673TN40,NSE
16827,KOKUYOCMLN-EQ,KOKUYOCMLN,NSE
10894,DBOL-BL,DBOL,NSE
11444,LICNETFSEN-BL,LICNETFSEN,NSE
10794,CANBK-EQ,CANBK,NSE
18682,HPL-BL,HPL,NSE
5744,68NL31-SG,68NL31,NSE
23805,BSLGOLDETF-BL,BSLGOLDETF,NSE
22369,65GA30A-SG,65GA30A,NSE
5678,691MH33-SG,691MH33,NSE
11359,DHANBANK-EQ,DHANBANK,NSE
20918,717KA30-SG,717KA30,NSE
13752,SFMP75GR-MF,SFMP75GR,NSE
1531,665KA35-SG,665KA35,NSE
15286,KNRCON-BL,KNRCON,NSE
1890,657TN31-SG,657TN31,NSE
13264,KEC-BL,KEC,NSE
2246,ERFLNCDI-N4,ERFLNCDI,NSE
13310,KEI-EQ,KEI,NSE
5523,497AS24-SG,497AS24,NSE
2820,ARVEE-BE,ARVEE,NSE
13887,764GA33-SG,764GA33,NSE
15059,SABTN-BL,SABTN,NSE
13742,689GS2025-GS,689GS2025,NSE
1782,KANPRPLA-EQ,KANPRPLA,NSE
10753,UNIONBANK-EQ,UNIONBANK,NSE
21915,703KL30-SG,703KL30,NSE
1630,IONEXCHANG-EQ,IONEXCHANG,NSE
13840,IIFL-NP,IIFL,NSE
6690,FOODSIN-BL,FOODSIN,NSE
4101,IPRU8607-MF,IPRU8607,NSE
9352,UGROCAP-N3,UGROCAP,NSE
15194,BURNPUR-EQ,BURNPUR,NSE
25418,SETUINFRA-BE,SETUINFRA,NSE
11594,HDFCSENETF-BL,HDFCSENETF,NSE
4108,GS020125C-GS,GS020125C,NSE
12916,SHRIRAMFIN-Z4,SHRIRAMFIN,NSE
398,SGBNOV25VI-GB,SGBNOV25VI,NSE
22300,549RJ25-SG,549RJ25,NSE
14136,364D080224-TB,364D080224,NSE
2021,663HP31-SG,663HP31,NSE
9273,IBULHSGFIN-YS,IBULHSGFIN,NSE
1353,AMJUMBO-SM,AMJUMBO,NSE
1715,66RJ30C-SG,66RJ30C,NSE
22026,688PY31-SG,688PY31,NSE
2883,IIFL-NG,IIFL,NSE
5891,699KL36-SG,699KL36,NSE
6278,MEDICAMEQ-EQ,MEDICAMEQ,NSE
8506,MID150BEES-EQ,MID150BEES,NSE
321,705HR40-SG,705HR40,NSE
14071,SAGCEM-BL,SAGCEM,NSE
9165,DHANILOANS-N8,DHANILOANS,NSE
4717,GAIL-EQ,GAIL,NSE
1821,532AS26-SG,532AS26,NSE
13425,EMKAY-BL,EMKAY,NSE
13404,SUNTV-EQ,SUNTV,NSE
20861,699AR30-SG,699AR30,NSE
13175,NITINSPIN-EQ,NITINSPIN,NSE
10944,SFMP65GR-MF,SFMP65GR,NSE
7074,MAHKTECH-EQ,MAHKTECH,NSE
24292,VSTTILLERS-EQ,VSTTILLERS,NSE
30111,ABFRL-BL,ABFRL,NSE
6606,DSPNEWETF-EQ,DSPNEWETF,NSE
432,KHADIM-BL,KHADIM,NSE
17960,MMTC-BL,MMTC,NSE
7541,714KL35-SG,714KL35,NSE
2794,RSWM-EQ,RSWM,NSE
6330,699AS31-SG,699AS31,NSE
25724,RUPA-EQ,RUPA,NSE
7540,714AP35-SG,714AP35,NSE
24781,BSLNIFTY-EQ,BSLNIFTY,NSE
31969,NHBTF2014-N5,NHBTF2014,NSE
13077,UNIPARTS-BL,UNIPARTS,NSE
12286,SFMP71GD-MF,SFMP71GD,NSE
21945,463MH23-SG,463MH23,NSE
3220,LODHA-EQ,LODHA,NSE
24394,DELPHIFX-BL,DELPHIFX,NSE
5475,GRSE-EQ,GRSE,NSE
13101,VIMTALABS-EQ,VIMTALABS,NSE
12616,HEIDELBERG-BL,HEIDELBERG,NSE
12309,CONSOFINVT-BL,CONSOFINVT,NSE
3163,SFMP42GD-MF,SFMP42GD,NSE
144,GODREJAGRO-EQ,GODREJAGRO,NSE
10503,H1158D46RD-MF,H1158D46RD,NSE
5577,667GS2035-GS,667GS2035,NSE
5881,685AS31A-SG,685AS31A,NSE
4520,GS220240C-GS,GS220240C,NSE
3884,GS100423C-GS,GS100423C,NSE
22335,648KA30-SG,648KA30,NSE
13438,IBULHSGFIN-ZP,IBULHSGFIN,NSE
17527,MAHASTEEL-EQ,MAHASTEEL,NSE
128,ROUTE-EQ,ROUTE,NSE
21977,721MP34-SG,721MP34,NSE
9392,LANCER-EQ,LANCER,NSE
5160,PCHFL-NA,PCHFL,NSE
11919,MSPL-EQ,MSPL,NSE
21975,657MP30-SG,657MP30,NSE
12287,CCL-BL,CCL,NSE
14107,76GJ35-SG,76GJ35,NSE
22233,DHUNINV-EQ,DHUNINV,NSE
99926020,Nifty Energy,NIFTY ENERGY,NSE
7130,759GS2029-GS,759GS2029,NSE
2248,703RJ36-SG,703RJ36,NSE
12362,FACT-BL,FACT,NSE
10619,HDFCNEXT50-EQ,HDFCNEXT50,NSE
3951,GS071223C-GS,GS071223C,NSE
11572,PPLPHARMA-BL,PPLPHARMA,NSE
22006,68OR25-SG,68OR25,NSE
13248,764WB32-SG,764WB32,NSE
2350,NURECA-EQ,NURECA,NSE
9788,785KL34-SG,785KL34,NSE
308,BAJAJHIND-EQ,BAJAJHIND,NSE
12589,ICICIFIN-BL,ICICIFIN,NSE
9020,VCL-EQ,VCL,NSE
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,NSE
24234,OMINFRAL-BL,OMINFRAL,NSE
342,CAMS-EQ,CAMS,NSE
2497,SILGO-BL,SILGO,NSE
29877,VIVIDHA-EQ,VIVIDHA,NSE
12849,TVSELECT-BL,TVSELECT,NSE
10853,761HR32-SG,761HR32,NSE
20568,692AS24-SG,692AS24,NSE
10512,KOTAKCONS-EQ,KOTAKCONS,NSE
